,tweet,class
2165,fucking retared even funny bitch im going sleep u,0
2166,need accept fact youre hipster faggots,0
2167,easy cum easy hoe thats fact,1
2168,half yall hoes still got nut yall baby hairs shut,1
2169,find loyal ho,1
2170,hoe without sex ask girls texting alotta niggas time,1
2171,second add ruined new low picking cripple,2
2172,im gonna miss bitch bus driverno wont dont lie,1
2173,ugly gay nigga bitch fucking peace shit,0
2174,lucky monkey,2
2175,waco ghetto hahaha wait til go pick nat austin tomorrow,2
2176,helloooo bitch bitch ones available,1
2177,lmao nigga lets go half weed brownie laughing hard hell senior seminar,1
2178,nigga eating hoe lol hell yea lol john paul nigga said john paul,1
2179,lbum de fotos csitaly tsfairy tail satan soul mirajane strauss made sims happy,2
2180,rt comfortable niccas like say comthablesmh,0
2181,eyes feel chink eyed,0
2182,rt wow rt whatever fuck assholes theyre niggers look alike,0
2183,dont like ghetto female,1
2184,kanyeshrug lol thots like rt great thing bitches offer,1
2185,vinitahegwood get job naacp ag hear like diversity tolerance long aint cracker tcot,0
2186,ill uk fag means cigarette faggot bundle sticks homo,0
2187,weekends going fabulous naa man youre seeing nae cunt theyll koed seconds flat hate u fuckgm,1
2188,statement day ppl rt even dumber ole birds feather type deal,2
2189,pornandroidiphoneipadsexxxx anal bbc anal creampie bitch,1
2190,new york niggas quick take bitch public boy lol,0
2191,boom bitches,1
2192,gotta fuck every race see dickpussy like best thot,1
2193,also nack autocorrect changed im putting phone trash going sleep,2
2194,used dress like cop oh really yeahright mad pussy really yesill never forget,1
2195,blue cheese crackers intrigues repulses time,2
2196,rt happy birthday freshman faggots,0
2197,rt hey dicklicker says im happily divorced bitter homophobic im scared queersi hate em fudg,0
2198,seeing kansas play duke couple weeks ago could tell im surprised charlie weis let gobut im,2
2199,ate receivers really fast pass coverage trash,2
2200,best asian massage brooklyn park slope top rated spa,2
2201,bumped bitch filed sexual harassment work coworkeri aint shook life,0
2202,bad bitches thing like,1
2203,bitch lying messy yess,1
2204,trash,2
2205,rt niggers rt moves made black ass must take nap,1
2206,rt hate faggots talk shit block cant respond bitch write letter response,0
2207,lmao lexy hoe lmfaooo,1
2208,dont really anyone talk things start going wrong aight hoe ass nigga,1
2209,ladies nigga always wanna go party every weekend basically side hoe shopping,1
2210,bitch tweet lose interest fast slide dms cause thot good looks,1
2211,sion faggot meh ganks pre post ganks still pretty meh hes tank nothing special imo mao,0
2212,stu rape faced faggot man im sick nigga,0
2213,shut nigger,0
2214,opinion irrelevant youre cunt,1
2215,trash,2
2216,u see lame pic ofmine due infatuation niggers im hebrew fite children satan streets,0
2217,really bad california faggot marriage forced upon citizens declared illegal,0
2218,eat lot protein eat lot pussy mattietrumpstipsforabetterlife eat whole ass,1
2219,fuckkkkk nig g tho gonna come back,0
2220,yankees went golds cruz sound upper lower body strength hmm hr hitter wont say word,2
2221,bffl love ya funcy bitch went finna faded amp shaded ya c day wedemgirlz,1
2222,one proud hillbilly,2
2223,im excited boosie getting valentines dayhe get vday pussy allstar weeekend pussy mardi gras,1
2224,twitpic selfie light colored eyes,2
2225,pornandroidiphoneipadsexxxx anal anal gaping tranny play panty nylon part,1
2226,hate ghetto trash special school across street building grow criminals,0
2227,typically hateful antichristian mentally ill ugly dyke trash pig couple jennifer mccarthy melisa erwin,0
2228,nfl forgetabout got february pennant race lets go yanks,2
2229,soon left iraq towel heads think fucking barge take worked hard set pisses,0
2230,eat shit nigga bitch turd bag dick beetle,0
2231,yeah played yeah got wanted jokes daddy bitch,1
2232,amanda bitch ass eva cheat fizz fine ass ion geddit theres nigga looks thought yall knew dat,1
2233,anything trash black president,0
2234,fucking white people bitch wut,0
2235,rt every girl got wcw fake gay til time eat sum pussy im lol,1
2236,amp foolish proud selves roll eyes pretend dont see mock laff arrogant attitudes,2
2237,would still love im longer young beautiful ugly monkey ass,1
2238,rt ching chong,0
2239,dude remember wop video omg find,2
2240,species birds reported chesterfield great backyard bird count many area,2
2241,lucky ashit got shawty want niggah tryna keep,1
2242,yall still going trick treating year nahhell yeah ima da sweet tooth bandit steal bitches bags n shit,1
2243,great gif got source url,2
2244,whats wrong white race fuckin coon slaying piece poop please die alone,0
2245,heyyyyyyyyyyy fag boy gonna watch play,0
2246,bitch shut fuck goddam slut bitch whore nigga,0
2247,rt chava needs stay lane keep sending gyro hell dont want big boys dirt infest ass beaner,0
2248,pornandroidiphoneipadsexxxx latina latina tight pussy,1
2249,red yellow,2
2250,making weed brownies tonight goin slide batch relo,2
2251,guys definition white trash,0
2252,dont understand need multiple autopsies guess theyre going keep slant officer,2
2253,rt commence carpet bombing iraq soldiers video executed jihadis tunis,0
2254,niggas want good girl still wanna fuck hoes aint gone work gotta pick one boy stfu,1
2255,everyone tells exact thing wont listen coon,0
2256,got new fish albino named shaquita yee bahaha,2
2257,stop oppressing heard free speech stop shoving lifestyle throat st amendment tcot teabaggers,0
2258,people always asking im mixed bad asian bitch lol,1
2259,rt gonna happen coward nigger gets lit knows pac sign tmt di,0
2260,rt amp alla niggas hot boys dont bring ice bitch,0
2261,anaconda dont anaconda dont anaconda dont want none unless got goals hun smh white ass niggah,1
2262,breaking ap calls mass governor race charlie baker watch live coverage wcvb streaming online,2
2263,hell naw fuck bitches serves right,0
2264,idiotic opinions like make polls less trash polls werent problem people integrity voting,2
2265,haha bitch ima draw webb bullets round yo fuggin forehead beamthat bitch know reside,0
2266,rt lowkey called faggot faggot,0
2267,fuck mlk lexii keep favoriting coon tweets mlk didnt die,0
2268,via,2
2269,whats worse ebola fing retards trying make race issue al sharpton caused american death ebola,0
2270,almost yrs havent one gf since u fckn hoes huh,1
2271,yall hoes messy god nbs,1
2272,would rather call bitch sir manager,1
2273,hes eating cuz hes women cant cook u gotta get rid hoe,1
2274,youre man refer every girl bitch,1
2275,ate wees brownie seeing random cats,2
2276,julia roberts youre ho nottinghill,1
2277,lol find redneck oakleaf take,2
2278,like bitch gotta pretty pussy loose witchcraft,1
2279,every spic cop losangeles raped thought raping white woman thats halfbreeds get jobs pigs,0
2280,niggas wear wigs bitches days,0
2281,feel im throwing trash away everyday school,2
2282,coons monkeys like disgust minstrel show negro crying shit time youre disgrace everywhere,0
2283,mcdonalds pipe self defence beating one nigger whos hand would shake thats deal sheboons,0
2284,new way look aliens find trash,2
2285,bruh im telling got zebra print bed sheets hoe,1
2286,rt hate fags answers yes,0
2287,intended get pics didnt time must mud raceevent weekend like redneck convoy,2
2288,ha ha ha good fat dyke,0
2289,hey fag said aunts said,0
2290,nice way callin yall honkies,0
2291,like bitches,1
2292,pornandroidiphoneipadsexxxx lingerie bitch lingerie getting wet cunt pounded,1
2293,shut lizard faggot nigger cunt,0
2294,smh u niggers amp ur music knowledge,0
2295,bitch done u sunday nigga,0
2296,rt saw great chimpout summers ago middle aged salvadoran yr old son got wasted beaners metlife,0
2297,start crying bitch,1
2298,mad libs cool uh twinkie long dj pon cameo magic crystal tree tngseasonfinale,2
2299,fatherless wallet carrying ass video game playing ass negro breh filth way afford date twitterhoney,0
2300,want pussy wishfulthinking,1
2301,really right bed put dam yellow starburst throws window,2
2302,seriously reason use mega whatsoever pure favoritism also sweet fuzzy wings,2
2303,make animal cracker taco,2
2304,trying run game u dumb bitch tho,1
2305,true miss yall man yall brothers mikey starting chink lmfao,0
2306,whatever fuck assholes theyre niggers look alike,0
2307,inferred tried ho nam dodged great leader,2
2308,bc trash would lie told hes real,2
2309,call bitch,1
2310,hoe hoe hoe merry christmas,2
2311,hobbies include fighting mariam bitch,1
2312,see bitch talking smack playground,1
2313,rt mcnair brisket sizzlin grill side hoe laid uzi game,1
2314,glad im getting outta atlanta nothing bunch niggas amp outta jail amp dumb bitches mad kids fuckin em,1
2315,dearfeministmen easier way get pussy wout sacrificing man hoodbest dont include losing ur self respect,1
2316,nd kno much love clams lol,2
2317,rt new boyfriend every week tf doin hoe,0
2318,alexfromtarget bitches wetlmmfao,1
2319,thatfuckmemoment leave car windows rains car looks like hurricane katrina ran bitch,1
2320,stupid bitch,1
2321,u see damn phone ringing married bitches makes demands havent called,1
2322,itsy bitsy teeny weeny yellow pockadot bikini polk ashton polk,2
2323,lowkey tired tired quiet go sleep hoe,1
2324,kikes want charge dollaz complete version,2
2325,amen tweet mm rockets victor charlie leave lasting impression,2
2326,bid go date zack morris oh dreamy son bitch,1
2327,got money guns gold bitches nd stacks nigga fuck net beef shooters get niggas bring dat friday den,1
2328,bjergsen made full rune page dont full reds quints mean reds blues yellows quints,2
2329,nowplaying bt feat tori amos blue skies radio edit thearrow,2
2330,tortillas trash though,2
2331,got done last final im walkin around campus like place queer,0
2332,gobble de gook,2
2333,forgot white trash texarkana well arkansas,0
2334,dont know talking retarded faggot,0
2335,bitch bad shes puerto rican song,1
2336,dumb bitches dumb things,1
2337,dudes shaving without athletic purpose gay af youre retarded,0
2338,hate driving rain _ drive deez nuts botch mouth hoe,1
2339,lmao lebrons expression says rt nigga fuckin faggot,0
2340,hennessey venom gt thats one sexy bitch,1
2341,redneck attitude people think benghazzi real think fox fake nws real one,0
2342,ill beat pussy hard,1
2343,burn bitch,0
2344,faggots kbye,0
2345,ariza snake coward least isnt cripple like hero roach lmaoo,0
2346,honestly performers red carpet trash hahahaahahahaha,2
2347,nawwww hoe sittin floor damn couuuuuch birthday feb naa nope,1
2348,pic circulated jihadis call kill saudi isis syria,0
2349,fat hoes get chose lol,1
2350,im hungry ionn wanna spend money foodbroke hoe problems,1
2351,bob bass bitches bitches dick fishes dock,1
2352,lmao let hoes hoes aint savin nem,0
2353,nigel dont think knows dumb smart shut bitch ass,1
2354,clams comedy writer untrue,2
2355,great grandmas hoeher grandmas hoeher moms hoe shes hoe long line hoes grandpa carl everyone,1
2356,bitches yeah dont know probably party,1
2357,resides mantle piece,2
2358,dont een tryna disrespectful say bitch term like bruh son,1
2359,whoa sorry spell check error ho hey sorry,2
2360,im much niggas much hoes,1
2361,rt stfu faggot clip holy fucking tittyy shit,0
2362,video made porn actress sexy capri anderson kissing video charlie sheen via,2
2363,thats get yellow flags amazing hell yeah niggy,1
2364,dont u end us monkeys u hate us better crackers amp love deep u know weve done nothin u,0
2365,take trash separate recyclables,2
2366,ur ex girlfriend slut fr f dat hoe,1
2367,ya nigs still saying yall dont eat butt straight face,1
2368,ankles hood bitches long weave worst thing ever weave touching ashy ankles,0
2369,facts baldheaded bitch made shit lmao,1
2370,played great job whos retard,1
2371,rt way niggah flinched movie priceless,0
2372,im fag,0
2373,always tryna degrade girlsampshit reallypussyampass almost yall think shuuutt iittt sometimes,1
2374,lover old bitch,1
2375,rt dont like rest bitches waiting give fuck,1
2376,yeah people women laff set apart men love real niggas niggers,0
2377,johnny rebel quit bitchin nigger,0
2378,rt yay america amp israel put jew hating muslim trash government pathetic amp sickening,0
2379,twitter rappers dm trash links,2
2380,thats ghetto thats sweet movie quote try,2
2381,available online soon didnt enough get anathema merch cracker need u,2
2382,feminist aka bitch,0
2383,aaaaaaaaand begins rt fucking niggers thats kentucky ever,0
2384,hmu negro,2
2385,say shit face bruh bitch gettin man u dont know business handle yo shit,0
2386,dont mind black peoplehate niggers,0
2387,rt pillow talking yo hoe hating nigga fuck around loose ya hoe like,0
2388,like said might check im sure bird shot counts getting shot,2
2389,nigga telling dont fuck bitch maybe lying lol,0
2390,game fuck yall bitches amp yall attitudes,1
2391,hell naw aint star team lol im sure white honkey called nigga,0
2392,rt every bitch n passenger seat dun fucked least one time,1
2393,hey aklve im taking black ghetto trash youre blocked nigger,0
2394,havok one bad bitch wouldnt wanna mess tna impact,1
2395,never coon grew bokoo coons tho never coon shit tho,1
2396,simple dont hoedont worry exposed fight mewhy,1
2397,used obamacare website definitely change password hahahahahah thats sad boon,2
2398,westvirginia full white trash,0
2399,io lol osi tangi haha tuku ho tangible terryn atunga ho fie lea lahi mai,2
2400,ud still fag lolz,0
2401,fuck callin jiggaboo nigga,0
2402,made lunch fat faggot,0
2403,even though trunks one main characters dragon ball gt lowkey weak weak nothing lowkey shit trash,1
2404,sometimes hate az amp sometimes love depends time year guess amp dumb bitches live,1
2405,bitch wtf,1
2406,come charlie government trying protect desert tortoise atleast thats barack obama says,2
2407,oh sorry hun sucks hope heal fast dancerproblems,2
2408,bouta let banko kno im goin ronneagle bitch,1
2409,azmonsoon lot rain bad wasnt enough wash away teabagger racist white trash state tcot teaparty azflooding,0
2410,aint nothing better life meeting hoe full time jobdont let benefits nigga,1
2411,fosters home imaginary trash whoa chill show everything tf,2
2412,wcw bad bitches,1
2413,dont think believe communities ability function wout whitey choose hustled big govt,2
2414,pornandroidiphoneipadsexxxx ebony ebony texas bbw big deep pussy,1
2415,youre right around nig,0
2416,shes another straightup conscienceless liar soulless criminal trash,2
2417,mind free soul satan present u kingdom things mock u stay strong yahshua,2
2418,rt white trash warfare pt,0
2419,wha im waiting showtime bring back queer folk,2
2420,oh ya hoes think cute skin tight cat suits assuming bodies boomin dispute,1
2421,yellow rice black beans pork chop sis,2
2422,quote weezy verse youre like bitch ass aint got shit,1
2423,take ride woof woof,2
2424,fake pics get tl u r dismissed muzzie,2
2425,worlds biggest faggot lol,0
2426,afternoon groups trash besides bubba keegs furyk group thememorialtournament,2
2427,fuck ray rice someone crack bitch,0
2428,rt killer line josh smith dropped killer trash talk line kenneth,2
2429,skate trash skate goat dlc,2
2430,eff lets go cripple see wendy davis new attack ad video,2
2431,wish faggots like would stop making music rack city fucking awful get fuck outta michigan,0
2432,rt dyke get pregnant mistake gtgtgtgtgt,1
2433,played nigga smh bitches shady oh god,1
2434,lance stevenson gone leave indiana trash anyway,2
2435,moors used give kids free lunch bronx kid glad see still good,2
2436,overrun mongrels zog jews run countries want white man perish,0
2437,oh grades say wise u stfu get twitter u box simple ass pussy boy,0
2438,dont nigga honkie,0
2439,rt old man white galaxy phone cuz hes fag,0
2440,smh queer,0
2441,nigga crackers chase,0
2442,shut bitch spit,0
2443,faggot respect,0
2444,pretty easy actually im cashier right im eating animal crackers lolol,2
2445,dont get bacon stuffed crust tho trash,2
2446,tranny dragons eh know people love,2
2447,kill cops cracker babies next black states white states latino states isnt moving backwards,0
2448,jets trash bad see meant,2
2449,poor whitey,0
2450,white bus drivers white trash losangeles,0
2451,happy birthday nigs thanks yo,1
2452,rt hate bitch dat act like nigga,0
2453,lmao drose adidas lighter phone shit retarded,1
2454,im trash ur trash since baes,2
2455,np shy glizzy awwsome remix feat chainz amp aap rocky via,2
2456,lax gun laws ur retarded theres murder bcuz one defend crooks guns,2
2457,bitch u tried u deserved every foul word came chris mouth bye hoe,1
2458,alas proficient neither skills limited pointless stat memorization trash talk,2
2459,rt yall excited strip mall built louisiana claiborne bitch gone fiya,1
2460,rt brandon phelps hoe ass nigga wen see ima smack like da lil bitch,0
2461,told never fold amp never sell solethey told yu stay school soul autocorrect hoed,1
2462,rt aight game dykes ruin,0
2463,joke right youre like ugh wish jap tweeting gook shit jerkin hentai,0
2464,dat charlie,2
2465,right link would trash bin gotcha,2
2466,nat def shiner,2
2467,happy birthday faggot,0
2468,youre white arent rolls eyes rt rip nigga trayvon worthless spear chucker,0
2469,hey dont u get involved black black situations cause hate whitey b honest mikebrown,2
2470,rt bitches fallin inlove w niggass amp go get new bitch amp try go get new nigga try forget,0
2471,true nothing shuts libdog bitches like bark anything thats calledpreaching truth,1
2472,probably time put twitter feed bed nyy,2
2473,im finna eat pussy lmao,1
2474,peoplewhomademy little brother hate admit knows hes still lil bitch though fuck,1
2475,niggerfood niggerperson nigger,0
2476,strawberry shortcake stacked whipped cream yellow spungecake amp sliced strawberries freshly picked farm w kids,2
2477,im trash,2
2478,hoes aint loyal aint,1
2479,interested wanted see better pic soles,2
2480,fucking faggot,0
2481,check cashing corner el cajon calwood across steer pollo loco,2
2482,anyone want absolutely amazing deliciously fresh perfect monkey bread,2
2483,rememberit used funny coloured paper,2
2484,morphing charlie weis never cease disturbing,2
2485,hate yankees though right feel like im really good hating,0
2486,gone nigguh,0
2487,huhlast gamestampa balt yanks lost best pitcher please explain logic,2
2488,im sick shit man sit bitch ass im fed bro rt geno threw yet another pick smh,1
2489,aint gone lie amp old heads say see figured nah retarded,1
2490,brainer soon bitch gets rich political power views change political whores,1
2491,way fuck bitch lmfao kittycopter,1
2492,dont ever give pussy away keep tight alright,1
2493,shut faggot,0
2494,lakers kobe trash,2
2495,haha ight nig calm yoself,0
2496,southcarolina highschool graduation rate near thats many uninformed teabaggers morningjoe,2
2497,could u bitch potent,1
2498,beanies steal description u arent salty fake,2
2499,youre reading coon,0
2500,wonder charlie brown would say days,2
2501,boutta walk hoes,1
2502,fearful wrath god country many mock christianity embrace perversion abortion bows pcmulticulturalism,2
2503,hate bitches try put friendzone bitch im tryin score put endzone soul,1
2504,neighbors sick wake um nigger music ctfu,0
2505,copy tweet ginzo,2
2506,scally lad would get,2
2507,u mr bitches stop calling balled,1
2508,get ass back detroit ya fuckin wigger,1
2509,matters,2
2510,little stupid bitch dont fuck yoooooouuuu,1
2511,rt amazes niggas fuck w every bitch nigga try talk bitch wanna cry need answers,1
2512,cant yankees make last weeks moves,2
2513,son bitch took tic tacs like movie,1
2514,dont listen talk maybe youll listen walk bitch still wont listen,1
2515,arent little border jumpers supposed school,2
2516,rt queer lady templars thats point,0
2517,maybe crow obama democrats mawbarmight well republican,2
2518,thanks ignoring texts fag,0
2519,explainananimeplotbadly boy monkey tail grows savior futuristic yet old earth,2
2520,murda gang bitch gang land,1
2521,gave move lil nigger push smh,0
2522,naw juss like making lil mad gone long tho hate boonies,2
2523,pornandroidiphoneipadsexxxx closeup cumshot beauty pussy closeup,1
2524,rt somethin good im always gon wetback coo,0
2525,ho ho ho,2
2526,like niggas try come im like bitch dont shit pussies,0
2527,prince art nobody takin bitch,1
2528,virginia full white trash,0
2529,rt men often rambling retarded women appear trashy tipsy lawless lustful,0
2530,like tf bitch following,1
2531,christianbale kissing moses ass fight god otherwise might fucking deadgt retarded ass actor faggot,1
2532,dont like peaceful thats boring like fighting come ghetto u remember p impossible,2
2533,first second third mistake hearing wus trash thokinda wan give listen kinda dont,2
2534,rt green azz niggas amp yall new bitches condone dat sucka activity dat keep doin,0
2535,hoes clean,2
2536,im afraid commitment hoe,1
2537,truth distance love birds,2
2538,huge nips scary scary,1
2539,stay tuned update report b weeks bum,2
2540,rt inner nigger coming,0
2541,yellow fin,2
2542,dis broad done tagged dis nicca n video sis giving dome tragic,0
2543,pats owner kike,0
2544,aint time hoes get lol arianas mom says us,1
2545,taughtme pussy feels,1
2546,fuck niggas shit olivias pussy got fitz going batshit,0
2547,wants call bouts vitaligro aint sho doctor fo da colored folk,2
2548,last night well fun lmao got pussy didnt ya vern unfortunately lol,1
2549,foxnews cuts away democrat talks claim fair balanced lmao network full teabaggers liars,2
2550,woke like thi bitch go back bed,1
2551,random thought bird crossing path fg try impacted ball causing deflect course rekick miss,2
2552,rebelscience using actual woman genetic engineering lab natural clones something faggot rome,0
2553,cowboys bitches cowboysnation another great win ilove team,1
2554,well ontario like kind dump ghetto moved since cheaper live,2
2555,eda queers aa lol,0
2556,happy birthday faggot,0
2557,leave trash u sick,2
2558,wonder girl gave head boys drink magaluf twitter probly sends nudes fags,1
2559,survived swine flu bird flu west nile bloomberg administration ill finethe abortion survival cant get,2
2560,didnt say anything tho kiss faggot,1
2561,hoes like niggas spend money talk bout,1
2562,ur seriously fagdont hate,1
2563,rt hoes selfish,1
2564,niggas actin like hoes em bitches,0
2565,see every iftheygunnedmedown tweet dis like da colored brady bunch,2
2566,alarm set early bird n night xx,2
2567,accidentally ate pot brownie guess goes pledge drug free life lolz lmao college,2
2568,ya bitch,1
2569,says old man hope survive another years silly jigga boo monkey,0
2570,victor amp shawn legs dont hurt jigg every damn night,1
2571,yankees damn directtv blackout yankee game freaking walk youre killing satellite douche,2
2572,lmao bitch got huggies,1
2573,pussy nigga socks doesnt knock,0
2574,wanna go workout come back home lay bed jerk kill two birds one stone,1
2575,repost kush blunt convos simple minded ho made pic bet,1
2576,rt furrybah paypay voice rt hoes everybody nigga,0
2577,pornandroidiphoneipadsexxxx xxx hairy alicia silver amp tinslee reagan hairy pussy,1
2578,faux noise pundits dont like duck molester proslavery racist homophobic teabagger darling phil robertson either,0
2579,would yankees earlwe know win,2
2580,nigga gon nigga nigga sound fuckin retarded,1
2581,blessjesus yesfeltand touched soles humanity stains impressions leaves reflections,2
2582,wassupbyebitch outta order,1
2583,waiting wetback sycksyllables,0
2584,cancel bitch like nino,1
2585,marxist kikes promoted antisemitism creating film incentive promote enemies,2
2586,mets fan tried telling rivera isnt best yankees time closer wtf,2
2587,texans dst wont play redskins year,2
2588,california full white trash,0
2589,reggie gives headaches niggah,1
2590,im downloading new personality ordering new face bitch love goddamn axl rose yelling sex robot,1
2591,ibs irritable bitch syndrome,1
2592,one friend greet insult niggers,0
2593,good morning coons,0
2594,mutual lil yellow bone,2
2595,making plays slut bitch girlfriend u always rap back yet,1
2596,faggot ass bitch nigga,0
2597,tweetlikeyourbestfriend made bitches,1
2598,long name change al memorabilia wredskins name deemed racist therby illegal,2
2599,im obviously talking cod game queers,0
2600,adult human skulls found trash,2
2601,oh really fags gross aids infected sick fuckers,0
2602,ghettoblack,2
2603,im fag gtfo,0
2604,favorite time da day happy hour drinkbreakwhen bad bitches come ok hoes home makeup,1
2605,aww u mad tho successful man lmfao hut hugging faggot,0
2606,bread general aint good yabut honky bread worst,2
2607,quote tweet favorite animalpussy,1
2608,wish stop crying bitch im omw back already haha,1
2609,im pro losing followers people cant handle excessive use work cunt mines cause say fuck,1
2610,day judgement everybody gonna looking big jumbotron watching fuck majjinn buu bitch,1
2611,least im nigger lmfao,0
2612,yes get twitter lame negros never learned use internet,0
2613,coming rescue retard licking dirty skidmarks internet guys fucktards,0
2614,wish bitch like brother keezy ooooow bet,1
2615,get hit bitch campus wants,1
2616,pornandroidiphoneipadsexxxx teen cutie lesbian teens toy slits,2
2617,working route running catching youll good wr grier fun white trash racist uf fans fsu,0
2618,rt id rather called nigger uncle tom mark,1
2619,trash,2
2620,birds feather,2
2621,awk u dont like nephew cousins bc race lmao broke ugly bitches fuck dont need,0
2622,im bitch okay nudes pat wow,1
2623,oh woulda coulda shoulda ass niggas bitch ass nigga u bout oh ban wagging ass nigga catch phase,0
2624,youre making clams betting hope living,2
2625,mt browngal gouache monkey tiki,2
2626,sit stfu raghead,0
2627,america white trash americans,0
2628,pornandroidiphoneipadsexxxx latina latina mature big pussy,1
2629,rt mexican bitches shaped like silly puddy,1
2630,trick wait bird get close pipe tap screen never hit head,2
2631,idonthavetimefor ratchet hoes,1
2632,agree fuck yes send illegal wetbacks home,0
2633,rt sometimes wanna upper cut bitch dont know shes special ed,0
2634,bruh finally roll like rednecks drug dealers,0
2635,ja moest van plisie niet meteen wild gaan denkenjuistjawillen wel meer mensen mij vertellen hoe k moet denken,2
2636,lol get yellow bleach stain use baking soda hydrogen peroxide paste stain throw washer,2
2637,fuck wcw dats bitch crush,1
2638,doctor tonight miserable cunt even nurse pissed shes since pm hasnt come see,0
2639,two birds one stone biggs,2
2640,faaaaggggottttt speaking blonde hair confused youre hypocrite cuz youre faggot,0
2641,never really rocked white sole feel ya bro favorite foam time,2
2642,rt lmaoo rt thats legal tackle faggot rt seriously,0
2643,twitter rappers dm trash links,2
2644,never survive da colored hood,2
2645,cant stand asian dude faggot gives attitude cause almost forgot water fuck u faggot wasnt stage,0
2646,wasnt training gook boy doe,2
2647,dropped stack cause bitch im song called dope download mixtape,1
2648,shit like retarded,1
2649,nasty nigger whore,0
2650,takes true directioner accept larry know bitch fans like make boys cry thankyoupaulforconfirminglarry,1
2651,evil hate whitey racist thinks delbert belton deserved,0
2652,wake stoopid dyke,0
2653,ghetto,2
2654,u still ur blk pom,2
2655,wasnt hoe azz boi im sniff sniff sorry sniff sniff,1
2656,ugly ass niggah tf chuu baka anyways niggah look like,0
2657,ban dat pussy life amp gotta pay millon dollar fine,1
2658,everyone thinks youre unfunny pandering jizzbag automatically troll hate colored folk,1
2659,friends insensitive bitches,1
2660,oreos milk,2
2661,got paid million dollars eat nugget shit would u eat smash bitch,1
2662,rt fuuck jalens slow bitch,0
2663,ha booner twitter ha,2
2664,yea u stupid faggot im leaving till like pm want ride,0
2665,know righttt rt hate fat loud bitches,0
2666,amp als je syrie tweet volg maar zij komt er vandaan amp zal je precies uitleggen hoe wat,2
2667,ratchet broads dont represent white ass cant talk trash cause racist shit black,1
2668,hoes crazy,1
2669,mentionadislike hoes thinkin bad even tell bitch calm u average,1
2670,favorite drink white trash everywhere,0
2671,rt bitches get bat sumn ak voice,1
2672,gets cold yall gonna trash lol,2
2673,smuggler explains helped fighters along jihadi highway,2
2674,know fuck bitch little hoe gtlt,0
2675,sexy bitch hope bout,1
2676,guess night bitches die stewie nigga,1
2677,ive tried always hit altf eat mega stuffed oreos cant figure programs lol,2
2678,rt dat bitch katy perry suck skin dick,0
2679,im jakes bitch,1
2680,altyd zo geweest hoe vaak men ook zegtdit nooit meerlozewoordenpuntjebijpaaltje vertonen z dierngedrag,2
2681,aint nobody wearing new westbrook jordans mexicans amp trailer park trash white girls,0
2682,happy hour time best time da day niggas dont know bout happy hour hoes,1
2683,video entire media likely mock crybaby,2
2684,already know trash tatted list things want nigga,0
2685,seeing ppl saying running train bird parry thing das knowso looking clarity,2
2686,hey ill leave abbey oh get job slope might move back cause id lose lots money buying tickets,2
2687,pornandroidiphoneipadsexxxx close another pussy close,1
2688,rt nigger isnt color state mind,0
2689,bald head bitches think time prosper,0
2690,people site fucking retarded sometimes,0
2691,rt ann coulter admits fox news america negro problem crime tcot gettingreal,0
2692,make feel warm fuzzy inside youcansitwithus,2
2693,another major development jihadi circles al maqdisi hardcore jihadi theorist asks specifically relief amp aid workers release,2
2694,would wife hoe cuz wouldnt care cheating force relationship first place,1
2695,rt kill whitey,0
2696,dont give flying fuck teabagger piece human garbage like thinks,0
2697,basically like background music fag,0
2698,according brothers ipod december predict mickey mantle ny yankees announce retirement march,2
2699,iowa full white trash,0
2700,fucking pussy,1
2701,bye youre queer,0
2702,stupid teabagger restaurant making customers pay minimum wage fee,0
2703,hate lil nicca lol rt hate steelers dawg,0
2704,faggot,0
2705,ebola sounds like hood hoe,0
2706,police department hires gypsies halfbreeds nigglets trusted,0
2707,fag,0
2708,look cute today really helll swerve hoe,1
2709,tbt used good rappingnow ima bitch,1
2710,rt jameis winston nigger,0
2711,spics half breed trash filthy native allowed speak european,0
2712,nigger,0
2713,rt tony think yr rude little cunt young even know real rock rol,0
2714,movies dont matter long coon shit coons youre nigga,0
2715,best asian massage park slope top rated spa,2
2716,true sand niggers amp bum brits claim hes atg hall fame legend smh,0
2717,youre garden rose bitch weed,1
2718,lot women claim yellow actually red color blind mother fuckas im yellow tho,1
2719,happycolumbusday wasnt americakarlmarx would never thought sharing colonialism injuns,2
2720,elissa would call trash vile etc,2
2721,thats fav part take carewhole album trash,2
2722,ask governor supposed pay typical teabagger mentality government evil need lol morningjoe,2
2723,bruh rt trent took yellow path,2
2724,ritz crackers idk anymore,2
2725,opinion plz election improvement bo still allowed trash america,2
2726,got thanks hun ima text u,2
2727,along french blue buggs bunny viis oreo ivs,2
2728,nice unfollow fag,0
2729,im going miss bitches much far right resting ol girl booty yall funny shit,1
2730,know feelwaitno dont perfect week would yanks getting lee gosox gopats,2
2731,youre standing btw yellow lines,2
2732,new nigga hipster hypebeasts love faggot ass bright colors nike keeps giving want smh,0
2733,ho without ur vote lost election ak taking oath pm today,2
2734,pimps pimps hoes future voice,1
2735,home coon,2
2736,pornandroidiphoneipadsexxxx homemade home made wife rubbing pussy,1
2737,yeah lowkey loves knows hes nigga dont love hoes,1
2738,rings mvps bitches lol,1
2739,youaremoreattractive u real bitch,1
2740,person actually holding ape paris sister,2
2741,cody always calling people nigger hes fucking spaz,0
